,Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
40,Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,345,Individuals in a Family Unit (FMUA),Other,all
41,Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,406,Individuals in a Family Unit (FMUA),Other,all
42,Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,302,Individuals in a Family Unit (FMUA),Other,all
43,Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,125,Individuals in a Family Unit (FMUA),Other,all
44,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,112,Individuals in a Family Unit (FMUA),Other,all
45,Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,60,Individuals in a Family Unit (FMUA),Other,all
46,Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,57,Individuals in a Family Unit (FMUA),Other,all
47,Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,19,Individuals in a Family Unit (FMUA),Other,all
48,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,5162,Single Adults,Other,all
49,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,1590,Single Adults,Other,all
50,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,1220,Single Adults,Other,all
51,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,703,Single Adults,Other,all
52,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,420,Single Adults,Other,all
53,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,305,Single Adults,Other,all
54,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,265,Single Adults,Other,all
55,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,173,Single Adults,Other,all
56,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,132,Single Adults,Other,all
57,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,154,Single Adults,Other,all
58,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,114,Single Adults,Other,all
59,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,86,Single Adults,Other,all
60,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,299690,%many-values%,Other,all
61,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,59147,%many-values%,Other,all
62,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,57220,%many-values%,Other,all
63,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,46083,%many-values%,Other,all
64,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,39895,%many-values%,Other,all
65,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,33166,%many-values%,Other,all
66,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,24537,%many-values%,Other,all
67,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,11606,%many-values%,Other,all
68,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,9416,%many-values%,Other,all
69,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,7669,%many-values%,Other,all
70,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,5595,%many-values%,Other,all
71,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,5356,%many-values%,Other,all
72,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,6276,Unaccompanied Children (UC) / Single Minors,Other,all
73,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,1023,Unaccompanied Children (UC) / Single Minors,Other,all
74,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,1130,Unaccompanied Children (UC) / Single Minors,Other,all
75,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,763,Unaccompanied Children (UC) / Single Minors,Other,all
76,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,823,Unaccompanied Children (UC) / Single Minors,Other,all
77,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,761,Unaccompanied Children (UC) / Single Minors,Other,all
78,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,584,Unaccompanied Children (UC) / Single Minors,Other,all
79,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,287,Unaccompanied Children (UC) / Single Minors,Other,all
80,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,320,Unaccompanied Children (UC) / Single Minors,Other,all
81,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,241,Unaccompanied Children (UC) / Single Minors,Other,all
82,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,193,Unaccompanied Children (UC) / Single Minors,Other,all
83,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,151,Unaccompanied Children (UC) / Single Minors,Other,all
84,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,135740,Individuals in a Family Unit (FMUA),Other,all
85,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,31015,Individuals in a Family Unit (FMUA),Other,all
86,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,29976,Individuals in a Family Unit (FMUA),Other,all
87,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,22019,Individuals in a Family Unit (FMUA),Other,all
88,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,18477,Individuals in a Family Unit (FMUA),Other,all
89,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,14454,Individuals in a Family Unit (FMUA),Other,all
90,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,10803,Individuals in a Family Unit (FMUA),Other,all
91,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,3393,Individuals in a Family Unit (FMUA),Other,all
92,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,2738,Individuals in a Family Unit (FMUA),Other,all
93,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,1118,Individuals in a Family Unit (FMUA),Other,all
94,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,743,Individuals in a Family Unit (FMUA),Other,all
95,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,1004,Individuals in a Family Unit (FMUA),Other,all
96,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,157674,Single Adults,Other,all
97,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,27109,Single Adults,Other,all
98,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,26114,Single Adults,Other,all
99,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,23301,Single Adults,Other,all
100,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,20595,Single Adults,Other,all
101,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,17951,Single Adults,Other,all
102,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,13150,Single Adults,Other,all
103,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,7926,Single Adults,Other,all
104,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,6358,Single Adults,Other,all
105,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,6310,Single Adults,Other,all
106,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,4659,Single Adults,Other,all
107,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,4201,Single Adults,Other,all
108,%all%,%all%,%all%,%all%,%all%,%all%,308294,%many-values%,Other,all
109,%all%,%all%,%all%,%all%,AUG,AUG,61484,%many-values%,Other,all
110,%all%,%all%,%all%,%all%,JUL,JUL,59132,%many-values%,Other,all
111,%all%,%all%,%all%,%all%,JUN,JUN,47266,%many-values%,Other,all
112,%all%,%all%,%all%,%all%,MAY,MAY,40677,%many-values%,Other,all
113,%all%,%all%,%all%,%all%,APR,APR,33897,%many-values%,Other,all
114,%all%,%all%,%all%,%all%,MAR,MAR,25123,%many-values%,Other,all
115,%all%,%all%,%all%,%all%,FEB,FEB,11909,%many-values%,Other,all
116,%all%,%all%,%all%,%all%,JAN,JAN,9671,%many-values%,Other,all
117,%all%,%all%,%all%,%all%,DEC,DEC,7891,%many-values%,Other,all
118,%all%,%all%,%all%,%all%,NOV,NOV,5776,%many-values%,Other,all
119,%all%,%all%,%all%,%all%,OCT,OCT,5468,%many-values%,Other,all
0,Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,7746,%many-values%,Other,Title 8
1,Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,2265,%many-values%,Other,Title 8
2,Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,1814,%many-values%,Other,Title 8
3,Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,1081,%many-values%,Other,Title 8
4,Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,703,%many-values%,Other,Title 8
5,Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,656,%many-values%,Other,Title 8
6,Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,494,%many-values%,Other,Title 8
7,Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,236,%many-values%,Other,Title 8
8,Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,191,%many-values%,Other,Title 8
9,Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,137,%many-values%,Other,Title 8
10,Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,107,%many-values%,Other,Title 8
11,Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,62,%many-values%,Other,Title 8
12,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,9,Accompanied Minors (AM),Other,Title 8
13,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,AUG,AUG,2,Accompanied Minors (AM),Other,Title 8
14,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,JUL,JUL,1,Accompanied Minors (AM),Other,Title 8
15,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,JUN,JUN,1,Accompanied Minors (AM),Other,Title 8
16,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,MAY,MAY,1,Accompanied Minors (AM),Other,Title 8
17,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,APR,APR,1,Accompanied Minors (AM),Other,Title 8
18,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,MAR,MAR,2,Accompanied Minors (AM),Other,Title 8
19,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,JAN,JAN,1,Accompanied Minors (AM),Other,Title 8
20,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,71,Unaccompanied Children (UC) / Single Minors,Other,Title 8
21,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,AUG,AUG,20,Unaccompanied Children (UC) / Single Minors,Other,Title 8
22,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,9,Unaccompanied Children (UC) / Single Minors,Other,Title 8
23,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,1,Unaccompanied Children (UC) / Single Minors,Other,Title 8
24,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,8,Unaccompanied Children (UC) / Single Minors,Other,Title 8
25,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,12,Unaccompanied Children (UC) / Single Minors,Other,Title 8
26,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,6,Unaccompanied Children (UC) / Single Minors,Other,Title 8
27,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,4,Unaccompanied Children (UC) / Single Minors,Other,Title 8
28,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,4,Unaccompanied Children (UC) / Single Minors,Other,Title 8
29,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,5,Unaccompanied Children (UC) / Single Minors,Other,Title 8
30,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,2,Unaccompanied Children (UC) / Single Minors,Other,Title 8
31,Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,3263,Individuals in a Family Unit (FMUA),Other,Title 8
32,Office of Field Operations,Office of Field Operations,FMUA,FMUA,AUG,AUG,711,Individuals in a Family Unit (FMUA),Other,Title 8
33,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,666,Individuals in a Family Unit (FMUA),Other,Title 8
34,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,460,Individuals in a Family Unit (FMUA),Other,Title 8
35,Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,345,Individuals in a Family Unit (FMUA),Other,Title 8
36,Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,406,Individuals in a Family Unit (FMUA),Other,Title 8
37,Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,302,Individuals in a Family Unit (FMUA),Other,Title 8
38,Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,125,Individuals in a Family Unit (FMUA),Other,Title 8
39,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,112,Individuals in a Family Unit (FMUA),Other,Title 8
40,Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,60,Individuals in a Family Unit (FMUA),Other,Title 8
41,Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,57,Individuals in a Family Unit (FMUA),Other,Title 8
42,Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,19,Individuals in a Family Unit (FMUA),Other,Title 8
43,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,4403,Single Adults,Other,Title 8
44,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,1532,Single Adults,Other,Title 8
45,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,1138,Single Adults,Other,Title 8
46,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,619,Single Adults,Other,Title 8
47,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,349,Single Adults,Other,Title 8
48,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,237,Single Adults,Other,Title 8
49,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,184,Single Adults,Other,Title 8
50,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,107,Single Adults,Other,Title 8
51,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,74,Single Adults,Other,Title 8
52,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,72,Single Adults,Other,Title 8
53,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,48,Single Adults,Other,Title 8
54,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,43,Single Adults,Other,Title 8
55,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,230720,%many-values%,Other,Title 8
56,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,50215,%many-values%,Other,Title 8
57,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,48516,%many-values%,Other,Title 8
58,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,37441,%many-values%,Other,Title 8
59,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,31011,%many-values%,Other,Title 8
60,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,26886,%many-values%,Other,Title 8
61,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,18937,%many-values%,Other,Title 8
62,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,7000,%many-values%,Other,Title 8
63,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,3846,%many-values%,Other,Title 8
64,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,2991,%many-values%,Other,Title 8
65,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,2177,%many-values%,Other,Title 8
66,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,1700,%many-values%,Other,Title 8
67,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,6257,Unaccompanied Children (UC) / Single Minors,Other,Title 8
68,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,1023,Unaccompanied Children (UC) / Single Minors,Other,Title 8
69,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,1130,Unaccompanied Children (UC) / Single Minors,Other,Title 8
70,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,763,Unaccompanied Children (UC) / Single Minors,Other,Title 8
71,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,823,Unaccompanied Children (UC) / Single Minors,Other,Title 8
72,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,761,Unaccompanied Children (UC) / Single Minors,Other,Title 8
73,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,584,Unaccompanied Children (UC) / Single Minors,Other,Title 8
74,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,287,Unaccompanied Children (UC) / Single Minors,Other,Title 8
75,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,320,Unaccompanied Children (UC) / Single Minors,Other,Title 8
76,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,241,Unaccompanied Children (UC) / Single Minors,Other,Title 8
77,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,192,Unaccompanied Children (UC) / Single Minors,Other,Title 8
78,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,133,Unaccompanied Children (UC) / Single Minors,Other,Title 8
