,Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
7,2021 (FYTD),2021 (FYTD),NOV,NOV,1,Other,all,UC / Single Minors,Title 42
8,2021 (FYTD),2021 (FYTD),OCT,OCT,20,Other,all,UC / Single Minors,Title 42
0,2018,2018,SEP,SEP,2160,Other,Office of Field Operations,all,all
1,2019,2019,SEP,SEP,2998,Other,Office of Field Operations,all,all
2,2020,2020,SEP,SEP,99,Other,Office of Field Operations,all,all
3,2018,2018,AUG,AUG,2020,Other,Office of Field Operations,all,all
4,2019,2019,AUG,AUG,3887,Other,Office of Field Operations,all,all
5,2020,2020,AUG,AUG,114,Other,Office of Field Operations,all,all
6,2021 (FYTD),2021 (FYTD),AUG,AUG,2337,Other,Office of Field Operations,all,all
7,2018,2018,JUL,JUL,1690,Other,Office of Field Operations,all,all
8,2019,2019,JUL,JUL,3314,Other,Office of Field Operations,all,all
9,2020,2020,JUL,JUL,81,Other,Office of Field Operations,all,all
10,2021 (FYTD),2021 (FYTD),JUL,JUL,1912,Other,Office of Field Operations,all,all
11,2018,2018,JUN,JUN,1580,Other,Office of Field Operations,all,all
12,2019,2019,JUN,JUN,3671,Other,Office of Field Operations,all,all
13,2020,2020,JUN,JUN,114,Other,Office of Field Operations,all,all
14,2021 (FYTD),2021 (FYTD),JUN,JUN,1183,Other,Office of Field Operations,all,all
15,2018,2018,MAY,MAY,1694,Other,Office of Field Operations,all,all
16,2019,2019,MAY,MAY,4752,Other,Office of Field Operations,all,all
17,2020,2020,MAY,MAY,73,Other,Office of Field Operations,all,all
18,2021 (FYTD),2021 (FYTD),MAY,MAY,782,Other,Office of Field Operations,all,all
19,2018,2018,APR,APR,1638,Other,Office of Field Operations,all,all
20,2019,2019,APR,APR,3967,Other,Office of Field Operations,all,all
21,2020,2020,APR,APR,36,Other,Office of Field Operations,all,all
22,2021 (FYTD),2021 (FYTD),APR,APR,731,Other,Office of Field Operations,all,all
23,2018,2018,MAR,MAR,1761,Other,Office of Field Operations,all,all
24,2019,2019,MAR,MAR,3450,Other,Office of Field Operations,all,all
25,2020,2020,MAR,MAR,597,Other,Office of Field Operations,all,all
26,2021 (FYTD),2021 (FYTD),MAR,MAR,586,Other,Office of Field Operations,all,all
27,2018,2018,FEB,FEB,1209,Other,Office of Field Operations,all,all
28,2019,2019,FEB,FEB,2699,Other,Office of Field Operations,all,all
29,2020,2020,FEB,FEB,883,Other,Office of Field Operations,all,all
30,2021 (FYTD),2021 (FYTD),FEB,FEB,303,Other,Office of Field Operations,all,all
31,2018,2018,JAN,JAN,1123,Other,Office of Field Operations,all,all
32,2019,2019,JAN,JAN,2670,Other,Office of Field Operations,all,all
33,2020,2020,JAN,JAN,1209,Other,Office of Field Operations,all,all
34,2021 (FYTD),2021 (FYTD),JAN,JAN,255,Other,Office of Field Operations,all,all
35,2018,2018,DEC,DEC,1696,Other,Office of Field Operations,all,all
36,2019,2019,DEC,DEC,2949,Other,Office of Field Operations,all,all
37,2020,2020,DEC,DEC,1653,Other,Office of Field Operations,all,all
38,2021 (FYTD),2021 (FYTD),DEC,DEC,222,Other,Office of Field Operations,all,all
39,2018,2018,NOV,NOV,1323,Other,Office of Field Operations,all,all
40,2019,2019,NOV,NOV,2709,Other,Office of Field Operations,all,all
41,2020,2020,NOV,NOV,2162,Other,Office of Field Operations,all,all
42,2021 (FYTD),2021 (FYTD),NOV,NOV,181,Other,Office of Field Operations,all,all
43,2018,2018,OCT,OCT,1246,Other,Office of Field Operations,all,all
44,2019,2019,OCT,OCT,2418,Other,Office of Field Operations,all,all
45,2020,2020,OCT,OCT,2879,Other,Office of Field Operations,all,all
46,2021 (FYTD),2021 (FYTD),OCT,OCT,112,Other,Office of Field Operations,all,all
0,2018,2018,SEP,SEP,2160,Other,Office of Field Operations,all,Title 8
1,2019,2019,SEP,SEP,2998,Other,Office of Field Operations,all,Title 8
2,2020,2020,SEP,SEP,58,Other,Office of Field Operations,all,Title 8
3,2018,2018,AUG,AUG,2020,Other,Office of Field Operations,all,Title 8
4,2019,2019,AUG,AUG,3887,Other,Office of Field Operations,all,Title 8
5,2020,2020,AUG,AUG,54,Other,Office of Field Operations,all,Title 8
6,2021 (FYTD),2021 (FYTD),AUG,AUG,2265,Other,Office of Field Operations,all,Title 8
7,2018,2018,JUL,JUL,1690,Other,Office of Field Operations,all,Title 8
8,2019,2019,JUL,JUL,3314,Other,Office of Field Operations,all,Title 8
9,2020,2020,JUL,JUL,52,Other,Office of Field Operations,all,Title 8
10,2021 (FYTD),2021 (FYTD),JUL,JUL,1814,Other,Office of Field Operations,all,Title 8
11,2018,2018,JUN,JUN,1580,Other,Office of Field Operations,all,Title 8
12,2019,2019,JUN,JUN,3671,Other,Office of Field Operations,all,Title 8
13,2020,2020,JUN,JUN,51,Other,Office of Field Operations,all,Title 8
14,2021 (FYTD),2021 (FYTD),JUN,JUN,1081,Other,Office of Field Operations,all,Title 8
15,2018,2018,MAY,MAY,1694,Other,Office of Field Operations,all,Title 8
16,2019,2019,MAY,MAY,4752,Other,Office of Field Operations,all,Title 8
17,2020,2020,MAY,MAY,45,Other,Office of Field Operations,all,Title 8
18,2021 (FYTD),2021 (FYTD),MAY,MAY,703,Other,Office of Field Operations,all,Title 8
19,2018,2018,APR,APR,1638,Other,Office of Field Operations,all,Title 8
20,2019,2019,APR,APR,3967,Other,Office of Field Operations,all,Title 8
21,2020,2020,APR,APR,23,Other,Office of Field Operations,all,Title 8
22,2021 (FYTD),2021 (FYTD),APR,APR,656,Other,Office of Field Operations,all,Title 8
23,2018,2018,MAR,MAR,1761,Other,Office of Field Operations,all,Title 8
24,2019,2019,MAR,MAR,3450,Other,Office of Field Operations,all,Title 8
25,2020,2020,MAR,MAR,597,Other,Office of Field Operations,all,Title 8
26,2021 (FYTD),2021 (FYTD),MAR,MAR,494,Other,Office of Field Operations,all,Title 8
27,2018,2018,FEB,FEB,1209,Other,Office of Field Operations,all,Title 8
28,2019,2019,FEB,FEB,2699,Other,Office of Field Operations,all,Title 8
29,2020,2020,FEB,FEB,883,Other,Office of Field Operations,all,Title 8
30,2021 (FYTD),2021 (FYTD),FEB,FEB,236,Other,Office of Field Operations,all,Title 8
31,2018,2018,JAN,JAN,1123,Other,Office of Field Operations,all,Title 8
32,2019,2019,JAN,JAN,2670,Other,Office of Field Operations,all,Title 8
33,2020,2020,JAN,JAN,1209,Other,Office of Field Operations,all,Title 8
34,2021 (FYTD),2021 (FYTD),JAN,JAN,191,Other,Office of Field Operations,all,Title 8
35,2018,2018,DEC,DEC,1696,Other,Office of Field Operations,all,Title 8
36,2019,2019,DEC,DEC,2949,Other,Office of Field Operations,all,Title 8
37,2020,2020,DEC,DEC,1653,Other,Office of Field Operations,all,Title 8
38,2021 (FYTD),2021 (FYTD),DEC,DEC,137,Other,Office of Field Operations,all,Title 8
39,2018,2018,NOV,NOV,1323,Other,Office of Field Operations,all,Title 8
40,2019,2019,NOV,NOV,2709,Other,Office of Field Operations,all,Title 8
41,2020,2020,NOV,NOV,2162,Other,Office of Field Operations,all,Title 8
42,2021 (FYTD),2021 (FYTD),NOV,NOV,107,Other,Office of Field Operations,all,Title 8
43,2018,2018,OCT,OCT,1246,Other,Office of Field Operations,all,Title 8
44,2019,2019,OCT,OCT,2418,Other,Office of Field Operations,all,Title 8
45,2020,2020,OCT,OCT,2879,Other,Office of Field Operations,all,Title 8
46,2021 (FYTD),2021 (FYTD),OCT,OCT,62,Other,Office of Field Operations,all,Title 8
0,2020,2020,SEP,SEP,41,Other,Office of Field Operations,all,Title 42
1,2020,2020,AUG,AUG,60,Other,Office of Field Operations,all,Title 42
2,2021 (FYTD),2021 (FYTD),AUG,AUG,72,Other,Office of Field Operations,all,Title 42
3,2020,2020,JUL,JUL,29,Other,Office of Field Operations,all,Title 42
4,2021 (FYTD),2021 (FYTD),JUL,JUL,98,Other,Office of Field Operations,all,Title 42
5,2020,2020,JUN,JUN,63,Other,Office of Field Operations,all,Title 42
6,2021 (FYTD),2021 (FYTD),JUN,JUN,102,Other,Office of Field Operations,all,Title 42
7,2020,2020,MAY,MAY,28,Other,Office of Field Operations,all,Title 42
8,2021 (FYTD),2021 (FYTD),MAY,MAY,79,Other,Office of Field Operations,all,Title 42
9,2020,2020,APR,APR,13,Other,Office of Field Operations,all,Title 42
10,2021 (FYTD),2021 (FYTD),APR,APR,75,Other,Office of Field Operations,all,Title 42
11,2021 (FYTD),2021 (FYTD),MAR,MAR,92,Other,Office of Field Operations,all,Title 42
12,2021 (FYTD),2021 (FYTD),FEB,FEB,67,Other,Office of Field Operations,all,Title 42
13,2021 (FYTD),2021 (FYTD),JAN,JAN,64,Other,Office of Field Operations,all,Title 42
14,2021 (FYTD),2021 (FYTD),DEC,DEC,85,Other,Office of Field Operations,all,Title 42
15,2021 (FYTD),2021 (FYTD),NOV,NOV,74,Other,Office of Field Operations,all,Title 42
16,2021 (FYTD),2021 (FYTD),OCT,OCT,50,Other,Office of Field Operations,all,Title 42
0,2018,2018,SEP,SEP,1,Other,Office of Field Operations,Accompanied Minors,all
1,2019,2019,SEP,SEP,2,Other,Office of Field Operations,Accompanied Minors,all
2,2020,2020,SEP,SEP,5,Other,Office of Field Operations,Accompanied Minors,all
3,2018,2018,AUG,AUG,3,Other,Office of Field Operations,Accompanied Minors,all
4,2019,2019,AUG,AUG,1,Other,Office of Field Operations,Accompanied Minors,all
5,2020,2020,AUG,AUG,13,Other,Office of Field Operations,Accompanied Minors,all
6,2021 (FYTD),2021 (FYTD),AUG,AUG,16,Other,Office of Field Operations,Accompanied Minors,all
7,2018,2018,JUL,JUL,1,Other,Office of Field Operations,Accompanied Minors,all
8,2019,2019,JUL,JUL,7,Other,Office of Field Operations,Accompanied Minors,all
9,2020,2020,JUL,JUL,4,Other,Office of Field Operations,Accompanied Minors,all
10,2021 (FYTD),2021 (FYTD),JUL,JUL,17,Other,Office of Field Operations,Accompanied Minors,all
11,2018,2018,JUN,JUN,4,Other,Office of Field Operations,Accompanied Minors,all
12,2019,2019,JUN,JUN,3,Other,Office of Field Operations,Accompanied Minors,all
13,2020,2020,JUN,JUN,17,Other,Office of Field Operations,Accompanied Minors,all
14,2021 (FYTD),2021 (FYTD),JUN,JUN,19,Other,Office of Field Operations,Accompanied Minors,all
15,2018,2018,MAY,MAY,3,Other,Office of Field Operations,Accompanied Minors,all
16,2019,2019,MAY,MAY,5,Other,Office of Field Operations,Accompanied Minors,all
17,2020,2020,MAY,MAY,7,Other,Office of Field Operations,Accompanied Minors,all
18,2021 (FYTD),2021 (FYTD),MAY,MAY,9,Other,Office of Field Operations,Accompanied Minors,all
19,2018,2018,APR,APR,6,Other,Office of Field Operations,Accompanied Minors,all
20,2019,2019,APR,APR,8,Other,Office of Field Operations,Accompanied Minors,all
21,2020,2020,APR,APR,1,Other,Office of Field Operations,Accompanied Minors,all
22,2021 (FYTD),2021 (FYTD),APR,APR,8,Other,Office of Field Operations,Accompanied Minors,all
23,2018,2018,MAR,MAR,5,Other,Office of Field Operations,Accompanied Minors,all
24,2019,2019,MAR,MAR,4,Other,Office of Field Operations,Accompanied Minors,all
25,2020,2020,MAR,MAR,2,Other,Office of Field Operations,Accompanied Minors,all
26,2021 (FYTD),2021 (FYTD),MAR,MAR,13,Other,Office of Field Operations,Accompanied Minors,all
27,2018,2018,FEB,FEB,3,Other,Office of Field Operations,Accompanied Minors,all
28,2019,2019,FEB,FEB,2,Other,Office of Field Operations,Accompanied Minors,all
29,2020,2020,FEB,FEB,3,Other,Office of Field Operations,Accompanied Minors,all
30,2021 (FYTD),2021 (FYTD),FEB,FEB,1,Other,Office of Field Operations,Accompanied Minors,all
31,2018,2018,JAN,JAN,3,Other,Office of Field Operations,Accompanied Minors,all
32,2019,2019,JAN,JAN,3,Other,Office of Field Operations,Accompanied Minors,all
33,2021 (FYTD),2021 (FYTD),JAN,JAN,7,Other,Office of Field Operations,Accompanied Minors,all
34,2018,2018,DEC,DEC,4,Other,Office of Field Operations,Accompanied Minors,all
35,2019,2019,DEC,DEC,0,Other,Office of Field Operations,Accompanied Minors,all
36,2020,2020,DEC,DEC,4,Other,Office of Field Operations,Accompanied Minors,all
37,2021 (FYTD),2021 (FYTD),DEC,DEC,3,Other,Office of Field Operations,Accompanied Minors,all
38,2018,2018,NOV,NOV,7,Other,Office of Field Operations,Accompanied Minors,all
39,2019,2019,NOV,NOV,2,Other,Office of Field Operations,Accompanied Minors,all
40,2020,2020,NOV,NOV,1,Other,Office of Field Operations,Accompanied Minors,all
41,2021 (FYTD),2021 (FYTD),NOV,NOV,8,Other,Office of Field Operations,Accompanied Minors,all
42,2018,2018,OCT,OCT,1,Other,Office of Field Operations,Accompanied Minors,all
43,2019,2019,OCT,OCT,5,Other,Office of Field Operations,Accompanied Minors,all
44,2020,2020,OCT,OCT,8,Other,Office of Field Operations,Accompanied Minors,all
45,2021 (FYTD),2021 (FYTD),OCT,OCT,5,Other,Office of Field Operations,Accompanied Minors,all
0,2018,2018,SEP,SEP,1,Other,Office of Field Operations,Accompanied Minors,Title 8
1,2019,2019,SEP,SEP,2,Other,Office of Field Operations,Accompanied Minors,Title 8
2,2020,2020,SEP,SEP,1,Other,Office of Field Operations,Accompanied Minors,Title 8
3,2018,2018,AUG,AUG,3,Other,Office of Field Operations,Accompanied Minors,Title 8
4,2019,2019,AUG,AUG,1,Other,Office of Field Operations,Accompanied Minors,Title 8
5,2020,2020,AUG,AUG,%null%,Other,Office of Field Operations,Accompanied Minors,Title 8
6,2021 (FYTD),2021 (FYTD),AUG,AUG,2,Other,Office of Field Operations,Accompanied Minors,Title 8
7,2018,2018,JUL,JUL,1,Other,Office of Field Operations,Accompanied Minors,Title 8
8,2019,2019,JUL,JUL,7,Other,Office of Field Operations,Accompanied Minors,Title 8
9,2020,2020,JUL,JUL,%null%,Other,Office of Field Operations,Accompanied Minors,Title 8
10,2021 (FYTD),2021 (FYTD),JUL,JUL,1,Other,Office of Field Operations,Accompanied Minors,Title 8
11,2018,2018,JUN,JUN,4,Other,Office of Field Operations,Accompanied Minors,Title 8
12,2019,2019,JUN,JUN,3,Other,Office of Field Operations,Accompanied Minors,Title 8
13,2020,2020,JUN,JUN,%null%,Other,Office of Field Operations,Accompanied Minors,Title 8
14,2021 (FYTD),2021 (FYTD),JUN,JUN,1,Other,Office of Field Operations,Accompanied Minors,Title 8
15,2018,2018,MAY,MAY,3,Other,Office of Field Operations,Accompanied Minors,Title 8
16,2019,2019,MAY,MAY,5,Other,Office of Field Operations,Accompanied Minors,Title 8
17,2020,2020,MAY,MAY,%null%,Other,Office of Field Operations,Accompanied Minors,Title 8
18,2021 (FYTD),2021 (FYTD),MAY,MAY,1,Other,Office of Field Operations,Accompanied Minors,Title 8
19,2018,2018,APR,APR,6,Other,Office of Field Operations,Accompanied Minors,Title 8
20,2019,2019,APR,APR,8,Other,Office of Field Operations,Accompanied Minors,Title 8
21,2020,2020,APR,APR,%null%,Other,Office of Field Operations,Accompanied Minors,Title 8
22,2021 (FYTD),2021 (FYTD),APR,APR,1,Other,Office of Field Operations,Accompanied Minors,Title 8
23,2018,2018,MAR,MAR,5,Other,Office of Field Operations,Accompanied Minors,Title 8
24,2019,2019,MAR,MAR,4,Other,Office of Field Operations,Accompanied Minors,Title 8
25,2020,2020,MAR,MAR,2,Other,Office of Field Operations,Accompanied Minors,Title 8
26,2021 (FYTD),2021 (FYTD),MAR,MAR,2,Other,Office of Field Operations,Accompanied Minors,Title 8
27,2018,2018,FEB,FEB,3,Other,Office of Field Operations,Accompanied Minors,Title 8
28,2019,2019,FEB,FEB,2,Other,Office of Field Operations,Accompanied Minors,Title 8
29,2020,2020,FEB,FEB,3,Other,Office of Field Operations,Accompanied Minors,Title 8
30,2018,2018,JAN,JAN,3,Other,Office of Field Operations,Accompanied Minors,Title 8
31,2019,2019,JAN,JAN,3,Other,Office of Field Operations,Accompanied Minors,Title 8
32,2021 (FYTD),2021 (FYTD),JAN,JAN,1,Other,Office of Field Operations,Accompanied Minors,Title 8
33,2018,2018,DEC,DEC,4,Other,Office of Field Operations,Accompanied Minors,Title 8
34,2019,2019,DEC,DEC,0,Other,Office of Field Operations,Accompanied Minors,Title 8
35,2020,2020,DEC,DEC,4,Other,Office of Field Operations,Accompanied Minors,Title 8
36,2018,2018,NOV,NOV,7,Other,Office of Field Operations,Accompanied Minors,Title 8
37,2019,2019,NOV,NOV,2,Other,Office of Field Operations,Accompanied Minors,Title 8
38,2020,2020,NOV,NOV,1,Other,Office of Field Operations,Accompanied Minors,Title 8
39,2018,2018,OCT,OCT,1,Other,Office of Field Operations,Accompanied Minors,Title 8
40,2019,2019,OCT,OCT,5,Other,Office of Field Operations,Accompanied Minors,Title 8
41,2020,2020,OCT,OCT,8,Other,Office of Field Operations,Accompanied Minors,Title 8
0,2020,2020,SEP,SEP,4,Other,Office of Field Operations,Accompanied Minors,Title 42
1,2020,2020,AUG,AUG,13,Other,Office of Field Operations,Accompanied Minors,Title 42
2,2021 (FYTD),2021 (FYTD),AUG,AUG,14,Other,Office of Field Operations,Accompanied Minors,Title 42
3,2020,2020,JUL,JUL,4,Other,Office of Field Operations,Accompanied Minors,Title 42
4,2021 (FYTD),2021 (FYTD),JUL,JUL,16,Other,Office of Field Operations,Accompanied Minors,Title 42
5,2020,2020,JUN,JUN,17,Other,Office of Field Operations,Accompanied Minors,Title 42
6,2021 (FYTD),2021 (FYTD),JUN,JUN,18,Other,Office of Field Operations,Accompanied Minors,Title 42
7,2020,2020,MAY,MAY,7,Other,Office of Field Operations,Accompanied Minors,Title 42
8,2021 (FYTD),2021 (FYTD),MAY,MAY,8,Other,Office of Field Operations,Accompanied Minors,Title 42
9,2020,2020,APR,APR,1,Other,Office of Field Operations,Accompanied Minors,Title 42
10,2021 (FYTD),2021 (FYTD),APR,APR,7,Other,Office of Field Operations,Accompanied Minors,Title 42
11,2021 (FYTD),2021 (FYTD),MAR,MAR,11,Other,Office of Field Operations,Accompanied Minors,Title 42
12,2021 (FYTD),2021 (FYTD),FEB,FEB,1,Other,Office of Field Operations,Accompanied Minors,Title 42
13,2021 (FYTD),2021 (FYTD),JAN,JAN,6,Other,Office of Field Operations,Accompanied Minors,Title 42
14,2021 (FYTD),2021 (FYTD),DEC,DEC,3,Other,Office of Field Operations,Accompanied Minors,Title 42
15,2021 (FYTD),2021 (FYTD),NOV,NOV,8,Other,Office of Field Operations,Accompanied Minors,Title 42
16,2021 (FYTD),2021 (FYTD),OCT,OCT,5,Other,Office of Field Operations,Accompanied Minors,Title 42
0,2018,2018,SEP,SEP,876,Other,Office of Field Operations,FMUA,all
1,2019,2019,SEP,SEP,888,Other,Office of Field Operations,FMUA,all
2,2020,2020,SEP,SEP,18,Other,Office of Field Operations,FMUA,all
3,2018,2018,AUG,AUG,869,Other,Office of Field Operations,FMUA,all
4,2019,2019,AUG,AUG,1051,Other,Office of Field Operations,FMUA,all
5,2020,2020,AUG,AUG,27,Other,Office of Field Operations,FMUA,all
6,2021 (FYTD),2021 (FYTD),AUG,AUG,711,Other,Office of Field Operations,FMUA,all
7,2018,2018,JUL,JUL,788,Other,Office of Field Operations,FMUA,all
8,2019,2019,JUL,JUL,1095,Other,Office of Field Operations,FMUA,all
9,2020,2020,JUL,JUL,15,Other,Office of Field Operations,FMUA,all
10,2021 (FYTD),2021 (FYTD),JUL,JUL,666,Other,Office of Field Operations,FMUA,all
11,2018,2018,JUN,JUN,638,Other,Office of Field Operations,FMUA,all
12,2019,2019,JUN,JUN,1151,Other,Office of Field Operations,FMUA,all
13,2020,2020,JUN,JUN,23,Other,Office of Field Operations,FMUA,all
14,2021 (FYTD),2021 (FYTD),JUN,JUN,460,Other,Office of Field Operations,FMUA,all
15,2018,2018,MAY,MAY,853,Other,Office of Field Operations,FMUA,all
16,2019,2019,MAY,MAY,1352,Other,Office of Field Operations,FMUA,all
17,2020,2020,MAY,MAY,17,Other,Office of Field Operations,FMUA,all
18,2021 (FYTD),2021 (FYTD),MAY,MAY,345,Other,Office of Field Operations,FMUA,all
19,2018,2018,APR,APR,730,Other,Office of Field Operations,FMUA,all
20,2019,2019,APR,APR,1185,Other,Office of Field Operations,FMUA,all
21,2020,2020,APR,APR,4,Other,Office of Field Operations,FMUA,all
22,2021 (FYTD),2021 (FYTD),APR,APR,406,Other,Office of Field Operations,FMUA,all
23,2018,2018,MAR,MAR,763,Other,Office of Field Operations,FMUA,all
24,2019,2019,MAR,MAR,971,Other,Office of Field Operations,FMUA,all
25,2020,2020,MAR,MAR,265,Other,Office of Field Operations,FMUA,all
26,2021 (FYTD),2021 (FYTD),MAR,MAR,302,Other,Office of Field Operations,FMUA,all
27,2018,2018,FEB,FEB,527,Other,Office of Field Operations,FMUA,all
28,2019,2019,FEB,FEB,973,Other,Office of Field Operations,FMUA,all
29,2020,2020,FEB,FEB,324,Other,Office of Field Operations,FMUA,all
30,2021 (FYTD),2021 (FYTD),FEB,FEB,125,Other,Office of Field Operations,FMUA,all
31,2018,2018,JAN,JAN,457,Other,Office of Field Operations,FMUA,all
32,2019,2019,JAN,JAN,901,Other,Office of Field Operations,FMUA,all
33,2020,2020,JAN,JAN,432,Other,Office of Field Operations,FMUA,all
34,2021 (FYTD),2021 (FYTD),JAN,JAN,112,Other,Office of Field Operations,FMUA,all
35,2018,2018,DEC,DEC,666,Other,Office of Field Operations,FMUA,all
36,2019,2019,DEC,DEC,993,Other,Office of Field Operations,FMUA,all
37,2020,2020,DEC,DEC,710,Other,Office of Field Operations,FMUA,all
38,2021 (FYTD),2021 (FYTD),DEC,DEC,60,Other,Office of Field Operations,FMUA,all
39,2018,2018,NOV,NOV,534,Other,Office of Field Operations,FMUA,all
40,2019,2019,NOV,NOV,1037,Other,Office of Field Operations,FMUA,all
41,2020,2020,NOV,NOV,642,Other,Office of Field Operations,FMUA,all
42,2021 (FYTD),2021 (FYTD),NOV,NOV,57,Other,Office of Field Operations,FMUA,all
43,2018,2018,OCT,OCT,539,Other,Office of Field Operations,FMUA,all
44,2019,2019,OCT,OCT,1010,Other,Office of Field Operations,FMUA,all
45,2020,2020,OCT,OCT,784,Other,Office of Field Operations,FMUA,all
46,2021 (FYTD),2021 (FYTD),OCT,OCT,19,Other,Office of Field Operations,FMUA,all
0,2018,2018,SEP,SEP,876,Other,Office of Field Operations,FMUA,Title 8
1,2019,2019,SEP,SEP,888,Other,Office of Field Operations,FMUA,Title 8
2,2020,2020,SEP,SEP,18,Other,Office of Field Operations,FMUA,Title 8
3,2018,2018,AUG,AUG,869,Other,Office of Field Operations,FMUA,Title 8
4,2019,2019,AUG,AUG,1051,Other,Office of Field Operations,FMUA,Title 8
5,2020,2020,AUG,AUG,27,Other,Office of Field Operations,FMUA,Title 8
6,2021 (FYTD),2021 (FYTD),AUG,AUG,711,Other,Office of Field Operations,FMUA,Title 8
7,2018,2018,JUL,JUL,788,Other,Office of Field Operations,FMUA,Title 8
8,2019,2019,JUL,JUL,1095,Other,Office of Field Operations,FMUA,Title 8
9,2020,2020,JUL,JUL,15,Other,Office of Field Operations,FMUA,Title 8
10,2021 (FYTD),2021 (FYTD),JUL,JUL,666,Other,Office of Field Operations,FMUA,Title 8
11,2018,2018,JUN,JUN,638,Other,Office of Field Operations,FMUA,Title 8
12,2019,2019,JUN,JUN,1151,Other,Office of Field Operations,FMUA,Title 8
13,2020,2020,JUN,JUN,23,Other,Office of Field Operations,FMUA,Title 8
14,2021 (FYTD),2021 (FYTD),JUN,JUN,460,Other,Office of Field Operations,FMUA,Title 8
15,2018,2018,MAY,MAY,853,Other,Office of Field Operations,FMUA,Title 8
16,2019,2019,MAY,MAY,1352,Other,Office of Field Operations,FMUA,Title 8
17,2020,2020,MAY,MAY,17,Other,Office of Field Operations,FMUA,Title 8
18,2021 (FYTD),2021 (FYTD),MAY,MAY,345,Other,Office of Field Operations,FMUA,Title 8
19,2018,2018,APR,APR,730,Other,Office of Field Operations,FMUA,Title 8
20,2019,2019,APR,APR,1185,Other,Office of Field Operations,FMUA,Title 8
21,2020,2020,APR,APR,4,Other,Office of Field Operations,FMUA,Title 8
22,2021 (FYTD),2021 (FYTD),APR,APR,406,Other,Office of Field Operations,FMUA,Title 8
23,2018,2018,MAR,MAR,763,Other,Office of Field Operations,FMUA,Title 8
24,2019,2019,MAR,MAR,971,Other,Office of Field Operations,FMUA,Title 8
25,2020,2020,MAR,MAR,265,Other,Office of Field Operations,FMUA,Title 8
26,2021 (FYTD),2021 (FYTD),MAR,MAR,302,Other,Office of Field Operations,FMUA,Title 8
27,2018,2018,FEB,FEB,527,Other,Office of Field Operations,FMUA,Title 8
28,2019,2019,FEB,FEB,973,Other,Office of Field Operations,FMUA,Title 8
29,2020,2020,FEB,FEB,324,Other,Office of Field Operations,FMUA,Title 8
30,2021 (FYTD),2021 (FYTD),FEB,FEB,125,Other,Office of Field Operations,FMUA,Title 8
31,2018,2018,JAN,JAN,457,Other,Office of Field Operations,FMUA,Title 8
32,2019,2019,JAN,JAN,901,Other,Office of Field Operations,FMUA,Title 8
33,2020,2020,JAN,JAN,432,Other,Office of Field Operations,FMUA,Title 8
34,2021 (FYTD),2021 (FYTD),JAN,JAN,112,Other,Office of Field Operations,FMUA,Title 8
35,2018,2018,DEC,DEC,666,Other,Office of Field Operations,FMUA,Title 8
36,2019,2019,DEC,DEC,993,Other,Office of Field Operations,FMUA,Title 8
