Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2021,2021,MAR,MAR,265,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"2,256",Other,Office of Field Operations,Single Adults,all
2019,2019,FEB,FEB,"1,697",Other,Office of Field Operations,Single Adults,all
2020,2020,FEB,FEB,544,Other,Office of Field Operations,Single Adults,all
2021,2021,FEB,FEB,173,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),FEB,FEB,665,Other,Office of Field Operations,Single Adults,all
2019,2019,JAN,JAN,"1,735",Other,Office of Field Operations,Single Adults,all
2020,2020,JAN,JAN,772,Other,Office of Field Operations,Single Adults,all
2021,2021,JAN,JAN,132,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),JAN,JAN,923,Other,Office of Field Operations,Single Adults,all
2019,2019,DEC,DEC,"1,932",Other,Office of Field Operations,Single Adults,all
2020,2020,DEC,DEC,919,Other,Office of Field Operations,Single Adults,all
2021,2021,DEC,DEC,154,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"1,930",Other,Office of Field Operations,Single Adults,all
2019,2019,NOV,NOV,"1,650",Other,Office of Field Operations,Single Adults,all
2020,2020,NOV,NOV,"1,491",Other,Office of Field Operations,Single Adults,all
2021,2021,NOV,NOV,114,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"1,583",Other,Office of Field Operations,Single Adults,all
2019,2019,OCT,OCT,"1,373",Other,Office of Field Operations,Single Adults,all
2020,2020,OCT,OCT,"2,071",Other,Office of Field Operations,Single Adults,all
2021,2021,OCT,OCT,86,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"1,340",Other,Office of Field Operations,Single Adults,all
2019,2019,SEP,SEP,"2,082",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,SEP,SEP,39,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,SEP,SEP,"1,108",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,AUG,AUG,"2,805",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,AUG,AUG,25,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,AUG,AUG,"1,532",Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"3,834",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,JUL,JUL,"2,187",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,JUL,JUL,36,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,JUL,JUL,"1,138",Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"3,520",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,JUN,JUN,"2,496",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,JUN,JUN,27,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,JUN,JUN,619,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"2,560",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,MAY,MAY,"3,371",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,MAY,MAY,28,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,MAY,MAY,349,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"2,729",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,APR,APR,"2,740",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,APR,APR,19,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,APR,APR,237,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"8,782",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,MAR,MAR,"2,443",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,MAR,MAR,324,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,MAR,MAR,184,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"2,174",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,FEB,FEB,"1,697",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,FEB,FEB,544,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,FEB,FEB,107,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,609,Other,Office of Field Operations,Single Adults,Title 8
2019,2019,JAN,JAN,"1,735",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,JAN,JAN,772,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,JAN,JAN,74,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,865,Other,Office of Field Operations,Single Adults,Title 8
2019,2019,DEC,DEC,"1,932",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,DEC,DEC,919,Other,Office of Field Operations,Single Adults,Title 8
2021,2021,DEC,DEC,72,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"1,853",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,NOV,NOV,"1,650",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,NOV,NOV,"1,491",Other,Office of Field Operations,Single Adults,Title 8
2021,2021,NOV,NOV,48,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"1,519",Other,Office of Field Operations,Single Adults,Title 8
2019,2019,OCT,OCT,"1,373",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,OCT,OCT,"2,071",Other,Office of Field Operations,Single Adults,Title 8
2021,2021,OCT,OCT,43,Other,Office of Field Operations,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"1,303",Other,Office of Field Operations,Single Adults,Title 8
2020,2020,SEP,SEP,36.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,SEP,SEP,40.0,Other,Office of Field Operations,Single Adults,Title 42
2020,2020,AUG,AUG,44.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,AUG,AUG,57.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,75.0,Other,Office of Field Operations,Single Adults,Title 42
2020,2020,JUL,JUL,25.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,JUL,JUL,82.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,77.0,Other,Office of Field Operations,Single Adults,Title 42
2020,2020,JUN,JUN,46.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,JUN,JUN,84.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,93.0,Other,Office of Field Operations,Single Adults,Title 42
2020,2020,MAY,MAY,21.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,MAY,MAY,71.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,155.0,Other,Office of Field Operations,Single Adults,Title 42
2020,2020,APR,APR,12.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,APR,APR,68.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,120.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,MAR,MAR,81.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,82.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,FEB,FEB,66.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,56.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,JAN,JAN,58.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,58.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,DEC,DEC,82.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,77.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,NOV,NOV,66.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,64.0,Other,Office of Field Operations,Single Adults,Title 42
2021,2021,OCT,OCT,43.0,Other,Office of Field Operations,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,37.0,Other,Office of Field Operations,Single Adults,Title 42
2019,2019,SEP,SEP,26.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,SEP,SEP,1.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,SEP,SEP,13.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,AUG,AUG,30.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,AUG,AUG,5.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,AUG,AUG,21.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),AUG,AUG,36.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,JUL,JUL,25.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,JUL,JUL,1.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,JUL,JUL,9.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JUL,JUL,21.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,JUN,JUN,21.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,JUN,JUN,1.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,JUN,JUN,1.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JUN,JUN,24.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,MAY,MAY,24.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,MAY,MAY,8.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAY,MAY,24.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,APR,APR,34.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,APR,APR,12.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),APR,APR,116.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,MAR,MAR,32.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,MAR,MAR,6.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,MAR,MAR,6.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,27.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,FEB,FEB,27.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,FEB,FEB,12.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,FEB,FEB,4.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,19.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,JAN,JAN,31.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,JAN,JAN,5.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,JAN,JAN,4.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JAN,JAN,10.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,DEC,DEC,24.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,DEC,DEC,20.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,DEC,DEC,5.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),DEC,DEC,26.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,NOV,NOV,20.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,NOV,NOV,28.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,NOV,NOV,2.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,16.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,OCT,OCT,30.0,Other,Office of Field Operations,UC / Single Minors,all
2020,2020,OCT,OCT,16.0,Other,Office of Field Operations,UC / Single Minors,all
2021,2021,OCT,OCT,2.0,Other,Office of Field Operations,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,13.0,Other,Office of Field Operations,UC / Single Minors,all
2019,2019,SEP,SEP,26.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,SEP,SEP,,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,SEP,SEP,13.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,AUG,AUG,30.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,AUG,AUG,2.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,AUG,AUG,21.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,36.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,JUL,JUL,25.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,JUL,JUL,1.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,JUL,JUL,9.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,21.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,JUN,JUN,21.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,JUN,JUN,1.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,JUN,JUN,1.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,24.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,MAY,MAY,24.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,MAY,MAY,8.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,24.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,APR,APR,34.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,APR,APR,12.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,116.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,MAR,MAR,32.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,MAR,MAR,6.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,MAR,MAR,6.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,27.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,FEB,FEB,27.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,FEB,FEB,12.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,FEB,FEB,4.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,19.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,JAN,JAN,31.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,JAN,JAN,5.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,JAN,JAN,4.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,10.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,DEC,DEC,24.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,DEC,DEC,20.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,DEC,DEC,5.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,26.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,NOV,NOV,20.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,NOV,NOV,28.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,NOV,NOV,2.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,16.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2019,2019,OCT,OCT,30.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,OCT,OCT,16.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,13.0,Other,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,SEP,SEP,1.000,Other,Office of Field Operations,UC / Single Minors,Title 42
2020,2020,AUG,AUG,3.000,Other,Office of Field Operations,UC / Single Minors,Title 42
2021,2021,OCT,OCT,2.000,Other,Office of Field Operations,UC / Single Minors,Title 42
2019,2019,SEP,SEP,"6,645",Other,U.S. Border Patrol,all,all
2020,2020,SEP,SEP,"5,465",Other,U.S. Border Patrol,all,all
2021,2021,SEP,SEP,"67,531",Other,U.S. Border Patrol,all,all
2019,2019,AUG,AUG,"7,161",Other,U.S. Border Patrol,all,all
2020,2020,AUG,AUG,"3,321",Other,U.S. Border Patrol,all,all
2021,2021,AUG,AUG,"59,183",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"94,900",Other,U.S. Border Patrol,all,all
2019,2019,JUL,JUL,"10,451",Other,U.S. Border Patrol,all,all
2020,2020,JUL,JUL,"2,445",Other,U.S. Border Patrol,all,all
2021,2021,JUL,JUL,"57,238",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"87,967",Other,U.S. Border Patrol,all,all
2019,2019,JUN,JUN,"12,517",Other,U.S. Border Patrol,all,all
2020,2020,JUN,JUN,"1,707",Other,U.S. Border Patrol,all,all
2021,2021,JUN,JUN,"46,082",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"76,169",Other,U.S. Border Patrol,all,all
2019,2019,MAY,MAY,"12,078",Other,U.S. Border Patrol,all,all
2020,2020,MAY,MAY,"1,235",Other,U.S. Border Patrol,all,all
2021,2021,MAY,MAY,"39,896",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"106,323",Other,U.S. Border Patrol,all,all
2019,2019,APR,APR,"7,698",Other,U.S. Border Patrol,all,all
2020,2020,APR,APR,"1,274",Other,U.S. Border Patrol,all,all
2021,2021,APR,APR,"33,166",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),APR,APR,"85,202",Other,U.S. Border Patrol,all,all
2019,2019,MAR,MAR,"5,241",Other,U.S. Border Patrol,all,all
2020,2020,MAR,MAR,"3,430",Other,U.S. Border Patrol,all,all
2021,2021,MAR,MAR,"24,536",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"83,180",Other,U.S. Border Patrol,all,all
2019,2019,FEB,FEB,"3,561",Other,U.S. Border Patrol,all,all
2020,2020,FEB,FEB,"4,359",Other,U.S. Border Patrol,all,all
2021,2021,FEB,FEB,"11,606",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"53,218",Other,U.S. Border Patrol,all,all
2019,2019,JAN,JAN,"2,856",Other,U.S. Border Patrol,all,all
2020,2020,JAN,JAN,"4,816",Other,U.S. Border Patrol,all,all
2021,2021,JAN,JAN,"9,417",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"61,005",Other,U.S. Border Patrol,all,all
2019,2019,DEC,DEC,"3,101",Other,U.S. Border Patrol,all,all
2020,2020,DEC,DEC,"5,851",Other,U.S. Border Patrol,all,all
2021,2021,DEC,DEC,"7,669",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"76,180",Other,U.S. Border Patrol,all,all
2019,2019,NOV,NOV,"3,210",Other,U.S. Border Patrol,all,all
2020,2020,NOV,NOV,"5,037",Other,U.S. Border Patrol,all,all
2021,2021,NOV,NOV,"5,596",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"57,980",Other,U.S. Border Patrol,all,all
2019,2019,OCT,OCT,"2,757",Other,U.S. Border Patrol,all,all
2020,2020,OCT,OCT,"4,775",Other,U.S. Border Patrol,all,all
2021,2021,OCT,OCT,"5,355",Other,U.S. Border Patrol,all,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"45,384",Other,U.S. Border Patrol,all,all
2019,2019,SEP,SEP,"6,645",Other,U.S. Border Patrol,all,Title 8
2020,2020,SEP,SEP,"2,370",Other,U.S. Border Patrol,all,Title 8
2021,2021,SEP,SEP,"54,473",Other,U.S. Border Patrol,all,Title 8
2019,2019,AUG,AUG,"7,161",Other,U.S. Border Patrol,all,Title 8
2020,2020,AUG,AUG,"1,598",Other,U.S. Border Patrol,all,Title 8
2021,2021,AUG,AUG,"49,943",Other,U.S. Border Patrol,all,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"91,825",Other,U.S. Border Patrol,all,Title 8
2019,2019,JUL,JUL,"10,451",Other,U.S. Border Patrol,all,Title 8
2020,2020,JUL,JUL,"1,141",Other,U.S. Border Patrol,all,Title 8
2021,2021,JUL,JUL,"48,533",Other,U.S. Border Patrol,all,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"86,303",Other,U.S. Border Patrol,all,Title 8
2019,2019,JUN,JUN,"12,517",Other,U.S. Border Patrol,all,Title 8
